OBJECTID,DamSiteID,SiteID,X_Dam,Y_Dam,Z_Dam,H_Dam,W_Dam,L_Dam,V_Dam,V/H,H_LS,R_LS,R_LS_3D,L_LS,H_R_ratio,H_R3D_ratio,H_L_ratio,A_LS_debris_sum,V_LS_debris_sum,Material_LS,Type_LS,Trigger,Type_Dam,DBI,Upstream_Catchment_Area,Ac (m2),W_Channel_at_Dam,Grad_Channel_at_Dam,DateFormed_Dam,FailureMech_Dam,Dam_breach,Dam_breach_details,Dam_Stability,Q_at_Failure,Confidence,Notes,Comments,References,SUBSET,MetadataID,CatchmentID,Review_comments,Source_V,Velocity,Catchment_Emin,Catchment_Emax,TAG
761,Murchison 2374,Murchison 2374,1540160,5394153,417,5,280,150,78183,15636.6,691,1371,1537,1274,0.5040117,0.4495771,0.5423862,174913.4063,905566.5,Rock,Avalanche,Earthquake,I,3.2759664,29.519488,29519488,120,3.9809654,6/17/1929,Unknown,Complete Breach,"scour, flood dep, silt up",Dam breached,,High,,Murchison 1929 EQ; note the source geology is half neo seds/half Cret Paleo seds; source confidence is high,Hancox et al. (2016); AW modified,Yes,3,1289,,724453.1875,5000,417,1527,
426,Murchison 2971,Murchison 2971,1551000,5399248,826,5,310,155,21819,4363.8,151,260,302,318,0.5807692,0.5,0.4748428,36056.10547,89373.13281,Debris,Planar slide,Earthquake,I,2.5149703,1.428352,1428352,90,3.2214494,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016),Yes,27,898,,71498.50781,0.005,823,1345,
763,Murchison 3113,Murchison 3113,1547490,5400554,655,15,230,110,160816,10721.06667,259,544,608,461,0.4761029,0.4259869,0.5618221,59662.42969,162942.3906,Rock,Avalanche,Earthquake,II,2.5422432,3.73664,3736640,140,1.1267111,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,1292,,130353.9141,5000,652,1321,
423,Murchison 314,Murchison 314,1555408,5332456,978,10,320,75,80632,8063.2,542,927,1081,889,0.5846817,0.5013876,0.6096738,39279.94141,279515.0625,Mixed,Complex,Earthquake,II,3.3084805,16.40544,16405440,50,,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is high,Hancox et al. (2016); AW modified,Yes,3,883,,223612.0469,0.005,978,2107,
427,Murchison 3256,Murchison 3256,1525640,5401527,80,5,65,75,8853,1770.6,128,203,247,211,0.6305419,0.5182186,0.6066351,7726.774414,14662.58008,Debris,Planar slide,Earthquake,I,3.9878926,17.2192,17219200,70,0.3748311,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,901,,11730.06445,0.005,80,1108,
764,Murchison 3277,Murchison 3277,1548112,5401597,580,4,205,60,17778,4444.5,136,290,328,240,0.4689655,0.4146341,0.5666667,22702.20508,80925.92969,Rock,Planar slide,Earthquake,I,3.6434336,19.554944,19554944,70,0.2515088,6/17/1929,Unknown,Complete Breach,"flood dep, silted up?",Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1294,,64740.74609,5000,580,1563,
765,Murchison 3330,Murchison 3330,1548070,5402115,622,15,250,90,130067,8671.133333,247,606,657,394,0.4075907,0.3759513,0.6269035,60295.19922,31644.76953,Debris,Avalanche,Earthquake,II,3.3262537,18.379328,18379328,90,5.2545524,6/17/1929,Unknown,Complete Breach,flood dep?,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,1295,,25315.81641,5000,622,1563,
428,Murchison 3440,Murchison 3440,1542612,5403040,482,35,1500,255,3044215,86977.57143,684,2112,2250,1135,0.3238636,0.304,0.6026432,347298.2813,1397371.75,Rock,Avalanche,Earthquake,IV,2.2034404,13.894656,13894656,130,5.2004886,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,High,,Murchison 1929 EQ; source confidence is high for both,Hancox et al. (2016); AW modified,Yes,3,904,,1117897.375,5000,482,1551,
766,Murchison 3603,Murchison 3603,1537969,5405071,417,15,95,75,45335,3022.333333,319,482,580,458,0.6618257,0.55,0.6965066,21239.40234,74276.42969,Rock,Avalanche,Earthquake,II,2.4765019,0.905408,905408,80,13.3055649,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1297,,59421.14453,5000,417,1119,
767,Murchison 3619,Murchison 3619,1554103,5405026,649,5,145,60,18848,3769.6,158,311,351,243,0.5080386,0.4501424,0.6502058,21851.51758,33678.39844,Rock,Avalanche,Earthquake,II,2.2156255,0.619328,619328,70,7.4173284,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1298,,26942.71875,5000,649,1334,
429,Murchison 4076,Murchison 4076,1536503,5410152,634,5,465,125,123533,24706.6,485,883,1031,791,0.5492639,0.4704171,0.6131479,153189.2188,463083.5625,Rock,Planar slide,Earthquake,II,2.3161366,5.116224,5116224,160,4.1165204,6/17/1929,Overtopping,Partial Breach B,<Null>,Dam breached,,,,Murchison 1929 EQ,Hancox et al. (2016); AW modified,Yes,3,908,,370466.8438,5000,632,1338,
430,Murchison 4158,Murchison 4158,1557245,5411143,435,5,195,60,20752,4150.4,153,268,315,185,0.5708955,0.4857143,0.827027,22088.08008,14118.2998,Debris,Planar slide,Earthquake,II,3.5260961,13.937536,13937536,70,5.0996976,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,909,,11294.63965,0.005,435,1696,
768,Murchison 4424,Murchison 4424,1552776,5414630,716,2,295,75,16131,8065.5,289,394,511,327,0.7335026,0.5655577,0.883792,48918.64453,116841.7891,Rock,Fall,Earthquake,II,2.5029962,2.568192,2568192,80,6.8253474,6/17/1929,Not failed,No Breach,existing/former (silted) lake; silted up,Infilled,,Moderate,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,1300,,93473.42969,5000,716,1452,
431,Murchison 4709,Murchison 4709,1553699,5422023,472,10,85,75,5228,522.8,79,143,164,132,0.5524476,0.4817073,0.5984849,2909.571289,14173.86523,Debris,Planar slide,Earthquake,I,3.7719533,3.092352,3092352,60,3.3844244,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016),Yes,27,916,,11339.0918,0.005,472,1381,
769,Murchison 471,Murchison 471,1495094,5342064,652,20,340,115,304691,15234.55,433,838,949,691,0.5167065,0.4562698,0.6266281,74961.57813,331716.4063,Debris,Avalanche,Earthquake,II,2.6607928,6.976256,6976256,100,8.1250801,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1301,,265373.125,5000,652,1409,
424,Murchison 483,Murchison 483,1487422,5353456,363,15,110,80,42424,2828.266667,309,419,528,388,0.7374701,0.5852273,0.7963917,30323.55664,12697.03906,Debris,Avalanche,Earthquake,I,3.5628753,10.337024,10337024,90,4.137753,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,885,,10157.63086,5000,363,1440,
770,Murchison 4859,Murchison 4859,1533541,5428282,513,30,590,155,1139538,37984.6,388,998,1079,569,0.3887776,0.3595922,0.6818981,127113.7734,280896.5313,Rock,Avalanche,Earthquake,II,1.3887782,0.929792,929792,80,12.7324924,6/17/1929,Unknown,Complete Breach,"erosion, scour",Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,1303,,224717.2344,5000,513,1034,
771,Murchison 5026,Murchison 5026,1543752,5433799,620,20,1040,230,1656111,82805.55,520,1401,1518,668,0.3711635,0.342556,0.7784431,212742.7656,467952.8438,Rock,Avalanche,Earthquake,III,1.5026592,2.634624,2634624,160,8.4481754,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,High,,Murchison 1929 EQ; source confidence is high,Hancox et al. (2016); AW modified,Yes,3,1304,,374362.2813,5000,620,1281,
432,Murchison 5114,Murchison 5114,1554844,5436464,584,5,255,150,67066,13413.2,233,396,462,222,0.5883839,0.504329,1.0495496,26826.55078,105901.9141,Debris,Debris flow,Earthquake,I,1.6437081,0.590528,590528,70,24.8364964,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,High,,Murchison 1929 EQ; source confidence for both is high,Hancox et al. (2016),Yes,27,921,,84721.53125,500,584,1378,
772,Murchison 5197,Murchison 5197,1547161,5440343,380,20,260,130,269093,13454.65,484,770,913,694,0.6285715,0.5301205,0.6974064,88708.24219,660001,Rock,Avalanche,Earthquake,II,2.9153235,11.071232,11071232,130,5.844039,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1305,,528000.8125,5000,380,1621,
773,Murchison 5408 A,Murchison 5408,1545879,5448586,861,5,115,65,13146,2629.2,494,689,861,584,0.7169811,0.5737514,0.8458904,88906.96094,438803.25,Rock,Avalanche,Earthquake,V,2.6770809,1.249984,1249984,110,6.1810784,6/17/1929,Unknown,Complete Breach,,Dam breached,,Low,Multi dams,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1306,<Null>,351042.5938,5000,861,1539,
774,Murchison 5408 B,Murchison 5408,1545948,5448434,839,10,100,75,34284,3428.4,494,689,861,584,0.7169811,0.5737514,0.8458904,88906.96094,438803.25,Rock,Avalanche,Earthquake,V,2.7151802,1.779392,1779392,110,4.9618492,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,Multi dams,Murchison 1929 EQ; source confidence is low,Hancox et al. (2016); AW modified,Yes,3,1307,,351042.5938,5000,839,1539,
434,Murchison 5539,Murchison 5539,1545171,5453088,1054,5,155,95,26339,5267.8,324,509,618,535,0.6365423,0.5242718,0.6056075,53593.10938,78232.76563,Debris,Debris flow,Earthquake,I,2.024868,0.557824,557824,160,6.8433881,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,923,,62586.21094,500,1054,1557,
449,Murchison 624,Murchison 624,1564552,5400174,853,5,115,70,16189,3237.8,635,812,1034,763,0.7820197,0.6141199,0.8322412,36500.78906,92064.375,Debris,Debris flow,Earthquake,II,3.2539153,5.809856,5809856,60,9.6315088,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Low,,Murchison 1929 EQ; no obv lake (short-lived?); source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,945,,73651.5,500,853,1850,
448,Murchison 682,Murchison 682,1501544,5377642,378,3,180,80,17619,5873,209,347,409,232,0.6023055,0.5110024,0.9008621,24657.03711,8240.825195,Debris,Avalanche,Earthquake,I,2.9931664,5.781312,5781312,60,13.5583048,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,High,,Murchison 1929 EQ; source confidence is moderate,Hancox et al. (2016); AW modified,Yes,3,944,,6592.660156,5000,378,743,
776,Murchison 841,Murchison 841,1538224,5357825,242,5,225,120,57575,11515,64,250,263,180,0.256,0.243346,0.3555556,23029.9707,20634.86719,Debris,Planar slide,Earthquake,I,3.1786251,17.373568,17373568,150,0.4086417,6/17/1929,Unknown,Complete Breach,<Null>,Dam breached,,Very low,,Murchison 1929 EQ; source confidence is very low,Hancox et al. (2016),Yes,27,1311,,16507.89453,0.005,241,1599,
442,MW17032,MW17032,1813899,5613144,409,5,70,30,3600,720,42,92,104,67,0.4565217,0.4038461,0.6268657,1439.954346,2138.056397,Debris,Avalanche,Rainfall,II,2.8488867,0.508416,508416,50,6.0793896,15-17 Feb 2004,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,Manawatu dataset,Hancox & Wright (2005); AW mapping,Yes,3,938,,1710.44519,5000,409,599,
437,MW2135,MW2135,1801238,5623187,421,2,95,55,4056,2028,58,171,182,146,0.3391813,0.3186813,0.3972603,9301.108398,4038.286621,Debris,Planar slide,Rainfall,I,4.2533898,36.346112,36346112,60,,,Unknown,Complete Breach,<Null>,Dam breached,,Low,,,AW mapping,Yes,3,933,<Null>,3230.629395,0.005,420,780,
440,MW33445,MW33445,1878166,5605762,954,2,45,20,665,332.5,38,64,77,54,0.59375,0.4935065,0.7037037,1550.762695,604.9053345,Debris,Planar slide,Rainfall,I,4.0239449,3.513472,3513472,50,3.485199,,Unknown,Complete Breach,<Null>,Dam breached,,Moderate,,,AW mapping,Yes,3,936,,483.9242554,0.005,954,1404,
443,MW48842,MW48842,1794116,5600404,239,10,115,100,40348,4034.8,84,297,310,204,0.2828283,0.2709678,0.4117647,20613.77148,93008.71094,Rock,Compound slide,Rainfall,I,3.8883886,31.204032,31204032,80,,,Unknown,Partial Breach A,<Null>,Dam breached,,Moderate,,couldn't determine lake extent; source confidence is moderate,AW mapping,Yes,3,939,,74406.96875,0.005,239,706,
49,Namunamu,Namunamu,1810703,5581672,192,20,670,300,1208212,60410.6,135,912,923,458,0.1480263,0.1462622,0.2947598,217776.4531,310473.375,Rock,Planar slide,Miscellaneous,III,1.043476,0.667712,667712,150,3.6880679,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,<Null>,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,259,<Null>,248378.7031,5000,192,300,
509,Newton,Newton,1533104,5382880,577,5,360,130,101528,20305.6,292,800,865,686,0.365,0.3375722,0.425656,127353.7734,344802.5625,Rock,Planar slide,Miscellaneous,II,1.8397809,1.404096,1404096,150,13.0995789,,Overtopping,Complete Breach,<Null>,Dam breached,,,,<Null>,Korup (2011); SC mapping,Yes,54,1009,,275842.0625,5000,572,1088,
311,Ngamatapori 16,Ngamatapori 16,1744952,5607449,174,5,280,65,34104,6820.8,95,396,409,286,0.239899,0.2322738,0.3321678,37655.68359,68508.77344,Rock,Complex,Miscellaneous,I,2.5950766,2.6848,2684800,100,3.8740685,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,<Null>,Crozier & Pillans (1991); Crozier et al. (1995); AW mapping,Yes,80,576,<Null>,54807.01953,0.005,170,418,
312,Ngamatapori 18,Ngamatapori 18,1744862,5607173,153,5,185,75,25030,5006,96,305,326,293,0.3147541,0.2944785,0.3276451,19554.42383,65346.10938,Rock,Complex,Miscellaneous,II,2.7414284,2.760064,2760064,100,,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,Lakes have been manually merged across causeway,Crozier & Pillans (1991); Crozier et al. (1995); AW mapping,Yes,3,578,<Null>,52276.88672,0.005,152,418,
317,Ngamatapori 75,Ngamatapori 75,1748879,5616745,328,15,315,130,197550,13170,138,653,679,426,0.2113323,0.2032401,0.3239437,167660.0781,227245.4375,Rock,Complex,Miscellaneous,II,2.2903123,2.569792,2569792,90,1.0689814,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,<Null>,Crozier & Pillans (1991); Crozier et al. (1995); AW mapping,Yes,3,635,<Null>,181796.3438,0.005,325,567,
50,Ngaruru,Ngaruru,1809248,5581881,155,35,430,190,1097068,31344.8,180,644,671,535,0.2795031,0.2682563,0.3364486,152140.6875,406386.25,Rock,Planar slide,Miscellaneous,II,2.1363289,4.290368,4290368,100,3.2899961,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,<Null>,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,260,,325109,5000,146,320,
67,Otira River (ZigZag),Otira River (ZigZag),1482008,5250530,801,40,1275,335,6748118,168702.95,926,1650,1924,1227,0.5612121,0.481289,0.7546862,635385.25,2162670.75,Rock,Avalanche,Unknown,II,1.9048171,13.550016,13550016,140,7.854012,50 BC / 2000 yr BP,Overtopping,Complete Breach,Natural,Dam breached,,Moderate,,Extent of inferred lake not entirely clear,Whitehouse & Griffiths (1983); Ramsay (2000); Korup (2006); SC mapping,Yes,54,282,<Null>,1730136.625,5000,801,2261,
24,Owen,Owen,1524376,5394240,885,45,1090,475,8113658,180303.5111,474,1439,1539,790,0.3293954,0.3079922,0.6,437540.2188,1490057.375,Rock,Wedge slide,Earthquake,III,1.2504727,3.209792,3209792,280,12.3966322,Prehistoric (c.1650),Not failed,No Breach,existing/former (silted) lake,Long-term stable,,High,,Lake never overtopped dam,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,225,<Null>,1192045.875,5000,855,1403,
11,Perrine,Perrine,1529877,5400210,120,40,830,375,4458178,111454.45,434,1227,1316,1167,0.3537082,0.3297872,0.3718937,586738.375,3374586.25,Mixed,Complex,Earthquake,II,3.7089317,570.202368,570202368,280,,6/17/1929,Overtopping,Complete Breach,"natural, partial fail/silt up, Partial fail 17 days later (3/7)",Dam breached,,,,Lowered lake 8m,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,209,<Null>,2699669,0.005,112,1563,
23,Phyllis,Phyllis,1536424,5409301,608,20,350,290,447265,22363.25,550,1007,1164,931,0.5461768,0.4725086,0.5907626,141062.6719,617625.5625,Rock,Avalanche,Earthquake,IV,2.4925909,6.952256,6952256,190,5.0986519,Prehistoric (c.1650),Not failed,No Breach,existing lake,Long-term stable,,,,Also source polygons 4028 and 4020 from Murchison dataset; Possibly earthquake-triggered,Perrin & Hancox (1992); RM mapping; Hancox et al. (2016); AW modified,Yes,3,224,<Null>,494100.4688,5000,608,1338,
264,Picnic 760,Picnic 760,1661608,5327568,653,3,90,35,3925,1308.333333,98,199,222,139,0.4924623,0.4414414,0.705036,9971.256836,4371.138184,Debris,Compound slide,Earthquake,II,2.8749754,0.981056,981056,60,13.2577715,11/14/2016,Unknown,Partial Breach A,<Null>,Dam breached,,,,2016 Kaikoura Earthquake; Small pond formed. No outlet yet. Hazard assessed*,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,495,,3496.9104,0.005,653,1267,
46,Polnoon Burn 1020,Polnoon Burn 1020,1264664,5055423,1020,80,1400,1000,37576128,469701.6,869,2083,2305,1600,0.4171867,0.3770065,0.543125,1426364.75,9669988,Rock,Avalanche,Earthquake,III,1.8285804,31.652096,31652096,400,4.8371649,1000 BC / 4000 yr BP,Overtopping,Complete Breach,"Natural, numerous",Long-term eroded,,High,,Lake lasted several 1000 yrs b4 numerous breaches; breached numerously naturally,Perrin & Hancox (1992); RM mapping; SC mapping,Yes,54,255,<Null>,7735990,5000,1018,2226,
473,Pommel,Pommel,1253370,5087126,748,10,215,150,89656,8965.6,386,505,664,464,0.7643564,0.5813253,0.8318965,47391.92969,28584.92969,Debris,Planar slide,Unknown,I,2.2115164,1.459136,1459136,220,4.2370229,,Unknown,Partial Breach A,<Null>,Long-term eroded,,,,,Korup (2011); SC mapping,Yes,54,969,,22867.94336,0.005,748,1535,
85,Ponui (Kairakau),Ponui (Kairakau),1933240,5573002,79,5,350,170,110319,22063.8,97,451,467,355,0.2150776,0.2077088,0.2732394,76600.59375,128166.5313,Rock,Wedge slide,Rainfall,II,2.5977023,8.737408,8737408,150,1.0654095,Sep-76,Slope failure,Unknown,existing/former (silted) lake; spillway dug - input as SF,Short-term eroded,,High,,Relocated onto Ponui St. No existing lake though so location could be wrong; 15 m deep spillway dug,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,305,<Null>,102533.2266,5000,75,522,
497,Poseidon,Poseidon,1189240,5037505,345,10,730,170,437956,43795.6,1207,1617,2081,1460,0.746444,0.5800096,0.8267123,474989.0313,3257312.75,Debris,Debris flow,Unknown,I,2.4566886,12.534848,12534848,550,2.7997167,,Not failed,No Breach,existing/former (silted) lake,Long-term stable,,,,Note source geology is half igneous/half basement,Korup (2011); SC mapping,Yes,54,997,<Null>,2605850.25,500,344,1937,
210,Rakautara 40,Rakautara 40,1666491,5321665,40,5,60,20,2261,452.2,152,202,254,182,0.7524753,0.5984252,0.8351648,6767.409668,10443.60352,Mixed,Planar slide,Earthquake,II,4.4868746,13.874112,13874112,30,0.4864813,11/14/2016,Unknown,Complete Breach,lake was still existing in Feb 2017 regional imagery,Dam breached,,,,2016 Kaikoura Earthquake; Small dam with a small lake behind. Some flow pas*,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,439,<Null>,8354.882813,0.005,40,1047,
45,Ram Creek,Ram Creek,1520027,5364349,452,5,1440,330,697542,139508.4,455,1834,1912,636,0.2480916,0.2379707,0.7154088,2038.588135,4152.416504,Rock,Planar slide,Earthquake,III,1.4043047,3.5392,3539200,230,7.86444,5/24/1968,Overtopping,Complete Breach,former lake; breached on 29/04/1981 following torrential rain; rapid downcutting,Dam breached,1000,,,<Null>,Perrin & Hancox (1992); RM mapping; Nash et al. (2008); SC mapping,Yes,54,254,<Null>,3321.933106,5000,452,1243,
505,Relief Flat,Relief Flat,1340787,5155851,621,30,345,280,1094814,36493.8,840,2007,2202,1879,0.4185351,0.3814714,0.4470463,256691.9375,667150.9375,Mixed,Complex,Miscellaneous,I,2.8225462,24.252992,24252992,280,0.233422,,Unknown,Partial Breach A,"partial, silted up",Long-term eroded,,Moderate,,uncertain source,Korup (2011); SC mapping,Yes,54,1005,,533720.75,0.005,621,2398,
162,Robson 460,Robson 460,1620303,5302816,499,2,60,35,1413,706.5,76,178,198,159,0.4269663,0.3838384,0.4779874,5760.869141,14596.26465,Debris,Avalanche,Earthquake,II,4.3127723,14.517248,14517248,50,2.9393439,11/14/2016,Unknown,Complete Breach,breached 18/11/2016; between 2017-2019,Dam breached,,,,2016 Kaikoura Earthquake; Location updated 2/12/2016. *,"Massey et al. (2018, 2019, 2021); AW modified",Yes,3,388,,11677.01172,5000,499,1488,
496,Ross,Ross,1200514,5015691,296,25,680,430,2615187,104607.48,1117,1720,2107,1493,0.6494186,0.5301377,0.7481581,382431.4375,4058585.25,Debris,Debris flow,Unknown,II,2.8475673,73.642752,73642752,710,1.5940378,,Not failed,No Breach,,Long-term stable,,,,,Korup (2011); SC mapping,Yes,54,996,,3246868.25,500,295,2282,
47,Rotokare,Rotokare,1721065,5631785,196,5,1390,785,2162475,432495,187,1556,1574,983,0.12018,0.1188056,0.190234,1062130.5,5127047,Rock,Planar slide,Unknown,II,0.6788229,2.064448,2064448,300,1.6135112,1 BC / >1920 yr BP,Not failed,No Breach,existing lake,Long-term stable,,High,,<Null>,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,256,,4101637.75,5000,189,352,
20,Rotongaio A,Rotongaio,1947600,5682264,375,90,2020,1720,119138656,1323762.844,642,5345,5422,2201,0.1201123,0.1184065,0.2916856,5798187.5,22586388,Rock,Planar slide,Earthquake,III,0.2912239,2.588416,2588416,440,9.1331844,6300 yrs ago,Not failed,No Breach,existing lake,Long-term stable,,High,Multi dams,"1 slide, 3 lakes, of which Rotongaio is one; Slide block thickness from Corinne's comments; source confidence is high; debris eroded by river",Perrin & Hancox (1992); RM mapping; Page & Lukovic (2011); AW mapping,Yes,3,219,,18069110,5000,375,744,
486,Rubble (Upper),Rubble (Upper),1538496,5451712,830,5,690,150,178854,35770.8,401,1016,1096,990,0.394685,0.3658759,0.4050505,358698.5,696891.75,Rock,Avalanche,Unknown,I,1.6460334,1.583296,1583296,140,5.5471606,,Unknown,Complete Breach,,Dam breached,,,,mapped off SPOT,"Hancox et al. (1997, 2002); SC mapping",Yes,54,985,<Null>,557513.375,5000,830,1318,
70,Sandra,Sandra,1541201,5412207,501,5,800,195,279680,55936,546,1466,1612,1146,0.372442,0.3387097,0.4764398,186988.7656,885091.125,Rock,Avalanche,Earthquake,III,2.2472062,9.8832,9883200,160,3.049993,6/17/1929,Not failed,No Breach,existing lake,Long-term eroded,,High,,Source confidence is high,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,285,,708072.875,5000,501,1466,
13,Sandstone,Sandstone,1554857,5399264,943,20,250,295,581942,29097.1,276,649,717,538,0.4252696,0.3849372,0.5130112,89397.86719,151846.5,Rock,Planar slide,Earthquake,II,1.7985748,1.829888,1829888,120,5.7825327,6/17/1929,Not failed,No Breach,existing lake,Long-term stable,,,,"Notes say it has failed, but lake still visible",Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,211,<Null>,121477.1953,5000,935,1370,
58,Six Mile (Lower),Six Mile (Lower),1545878,5362600,282,5,130,115,27377,5475.4,396,672,785,640,0.5892857,0.5044586,0.61875,57891.67969,60576.54688,Rock,Avalanche,Earthquake,II,3.8597767,39.645376,39645376,140,,17/06/1929?,Not failed,No Breach,existing lake,Long-term eroded,,,,Possibly earthquake-triggered,Perrin & Hancox (1992); RM mapping; AW mapping,Yes,3,273,<Null>,48461.23828,5000,282,1267,
507,Snowy Stream,Snowy Stream,1434293,5228519,871,50,670,460,4878053,97561.06,363,1110,1175,922,0.327027,0.3089362,0.3937093,249939.2344,496703.5,Rock,Avalanche,Unknown,II,2.1044791,12.409536,12409536,210,5.8071561,,Slope failure,Complete Breach,,Dam breached,,,,may be perched on bedrock high,Korup (2011); SC mapping,Yes,54,1007,<Null>,397362.8125,5000,871,2133,
167,Stanton 200,Stanton 200,1613335,5283776,201,15,630,110,282842,18856.13333,132,728,741,553,0.1813187,0.1781376,0.238698,228119,31480,Rock,Compound slide,Earthquake,II,2.9713674,17.653056,17653056,100,0.2879238,11/14/2016,Overtopping,Complete Breach,"Partial: 14/11/16-12/12/16, 30/3-8/4/17, 17-21/7/19; full: 26/5-2/6/21",Dam breached,,,,"2016 Kaikoura Earthquake; Two lakes now combined and holding on lower dam, *","Massey et al. (2018, 2019, 2021); AW modified",Yes,3,393,<Null>,25184,0.005,200,846,
33,Stump Lake 160,Stump Lake 160,1135256,4941745,172,30,795,380,3246540,108218,885,899,1385,652,0.9844272,0.6389892,1.3573619,286073.0625,1855054.375,Rock,Avalanche,Earthquake,II,2.4020998,27.31488,27314880,370,8.7677412,Prehistoric (1826?),Not failed,No Breach,existing lake,Long-term eroded,,High,,Likely to be developed incrementally; Possibly earthquake-triggered,Perrin & Hancox (1992); RM mapping; Heron (2020); SC mapping,Yes,54,235,<Null>,1484043.5,5000,166,1674,
341,Swan Mere 130,Swan Mere 130,1175666,5020376,131,35,850,505,4795798,137022.8,590,1050,1281,728,0.5619048,0.4605777,0.8104396,398442.125,1121163.375,Rock,Avalanche,Unknown,II,2.3988929,34.330944,34330944,430,,Holocene,Piping (including headward erosion),Partial Breach B,existing lake,Long-term eroded,,High,,,Heron (2020); SC mapping,Yes,54,792,<Null>,896930.6875,5000,130,1970,
447,Tangent Creek,Tangent Creek,1539862,5422502,712,30,790,280,2160084,72002.8,575,1119,1296,729,0.5138516,0.4436728,0.7887517,231344.25,268670.5625,Rock,Avalanche,Earthquake,II,1.401353,1.814272,1814272,200,5.8324461,6/17/1929,Overtopping,Partial Breach A,,Long-term eroded,,,,max visible lake extent,Nash (2003); SC mapping,Yes,54,943,<Null>,214936.4531,5000,712,1394,
502,Te Naihi 200,Te Naihi 200,1268305,5106811,180,45,580,345,2585126,57447.24444,861,1159,1470,1075,0.7428818,0.5857143,0.8009303,304693.1563,152910.4219,Rock,Avalanche,Unknown,I,3.1228411,76.227264,76227264,250,4.9413171,,Overtopping,Complete Breach,breached via overtopping?,Dam breached,,,,"inferred lake; inferred source, could it be from the true right? Landslide #71",Korup (2011); SC mapping,Yes,54,1002,<Null>,122328.3359,5000,180,2347,
